Orthogroup	Syae	Syat
OG0002210	Syae.g_02152	Syat.g_01627
OG0002211	Syae.g_02117	Syat.g_01789
OG0002212	Syae.g_01555	Syat.g_02702
OG0002213	Syae.g_01559	Syat.g_02697
OG0002214	Syae.g_01690	Syat.g_02401
OG0002225	Syae.g_00157	Syat.g_00993
OG0002235	Syae.g_00539	Syat.g_00462
OG0002241	Syae.g_02516	Syat.g_01398
OG0002244	Syae.g_00191	Syat.g_00744
OG0002247	Syae.g_02430	Syat.g_00054
OG0002248	Syae.g_00768	Syat.g_00837
OG0002250	Syae.g_01332	Syat.g_01530
OG0002251	Syae.g_01112	Syat.g_03077
OG0002252	Syae.g_01024	Syat.g_02625
OG0002253	Syae.g_00949	Syat.g_01145
OG0002254	Syae.g_00435	Syat.g_00691
OG0002255	Syae.g_00381	Syat.g_00556
OG0002257	Syae.g_00127	Syat.g_01714
OG0002258	Syae.g_02452	Syat.g_00030
OG0002259	Syae.g_02378	Syat.g_03274
OG0002260	Syae.g_00708	Syat.g_00883
OG0002277	Syae.g_01786	Syat.g_02270
OG0002285	Syae.g_00329	Syat.g_00612
OG0002296	Syae.g_02627	Syat.g_01332
OG0002297	Syae.g_00741	Syat.g_01433
OG0002298	Syae.g_00377	Syat.g_00559
OG0002300	Syae.g_00280	Syat.g_00977
OG0002302	Syae.g_02287	Syat.g_01307
OG0002305	Syae.g_01368	Syat.g_01576
OG0002306	Syae.g_01660	Syat.g_02502
OG0002307	Syae.g_01269	Syat.g_00447
OG0002308	Syae.g_00530	Syat.g_03129, Syat.g_00470
OG0002309	Syae.g_00836	Syat.g_00722
OG0002329	Syae.g_02482, Syae.g_02604, Syae.g_01336	Syat.g_01096
OG0002347	Syae.g_01195	Syat.g_03036
OG0002352	Syae.g_00910	Syat.g_02986
OG0002354	Syae.g_00361	Syat.g_00577
OG0002358	Syae.g_00996	Syat.g_01520
OG0002359	Syae.g_02619	Syat.g_01340
OG0002375	Syae.g_01229	Syat.g_01219
OG0002387	Syae.g_01234	Syat.g_01194
OG0002390	Syae.g_01483	Syat.g_02830
OG0002396	Syae.g_02090	Syat.g_01817
OG0002401	Syae.g_00909	Syat.g_00630
OG0002402	Syae.g_00808	Syat.g_00791
OG0002403	Syae.g_00679	Syat.g_00821
OG0002409	Syae.g_01611	Syat.g_02505
OG0002410	Syae.g_00182	Syat.g_02412
OG0002411	Syae.g_00824	Syat.g_00519
OG0002429	Syae.g_01339	Syat.g_01538
OG0002444	Syae.g_01542	Syat.g_01360
OG0002447	Syae.g_02515	Syat.g_01399
OG0002463	Syae.g_00395	Syat.g_00337
OG0002464	Syae.g_01319	Syat.g_01484
OG0002466	Syae.g_01055	Syat.g_02995
OG0002469	Syae.g_00682	Syat.g_00908
OG0002473	Syae.g_01469	Syat.g_01498
OG0002475	Syae.g_02620	Syat.g_01339
OG0002496	Syae.g_02256	Syat.g_02437
OG0002519	Syae.g_01868	Syat.g_02425
OG0002522	Syae.g_01078	Syat.g_02984
OG0002525	Syae.g_00266	Syat.g_02650
OG0002527	Syae.g_00232	Syat.g_00835
OG0002528	Syae.g_00230	Syat.g_00833
OG0002530	Syae.g_00159	Syat.g_00990, Syat.g_03379
OG0002531	Syae.g_00158	Syat.g_00992
OG0002539	Syae.g_01581	Syat.g_02674
OG0002541	Syae.g_02151	Syat.g_01628
OG0002542	Syae.g_01003	Syat.g_03396
OG0002543	Syae.g_01579	Syat.g_02676
OG0002547	Syae.g_02500	Syat.g_00759
OG0002563	Syae.g_01087	Syat.g_01386
OG0002573	Syae.g_01543	Syat.g_01361
OG0002589	Syae.g_00211	Syat.g_01757, Syat.g_01691
OG0002596	Syae.g_00861	Syat.g_00220
OG0002598	Syae.g_00284	Syat.g_00970
OG0002601	Syae.g_00231	Syat.g_00834
OG0002602	Syae.g_00102	Syat.g_02441
OG0002607	Syae.g_02531	Syat.g_01370
OG0002610	Syae.g_02190	Syat.g_01616
OG0002611	Syae.g_01870	Syat.g_02426
OG0002677	Syae.g_01995	Syat.g_01996
OG0002721	Syae.g_00879	Syat.g_03161
OG0002723	Syae.g_01230	Syat.g_01218
OG0002731	Syae.g_01114	Syat.g_00687
OG0002735	Syae.g_01857	Syat.g_01051, Syat.g_01785
OG0002739	Syae.g_01104	Syat.g_02791
OG0002743	Syae.g_00334	Syat.g_01050
OG0002747	Syae.g_00052	Syat.g_01009
OG0002750	Syae.g_02382	Syat.g_00763
OG0002751	Syae.g_02381	Syat.g_00762
OG0002756	Syae.g_02274	Syat.g_02010
OG0002763	Syae.g_02548	Syat.g_01944
OG0002787	Syae.g_00173	Syat.g_01946
OG0002788	Syae.g_00174	Syat.g_01947
OG0002789	Syae.g_00175	Syat.g_01948
OG0002790	Syae.g_00176	Syat.g_01949
OG0002791	Syae.g_00177	Syat.g_01950
OG0002792	Syae.g_00178	Syat.g_01951
OG0002793	Syae.g_00179	Syat.g_01952
OG0002853	Syae.g_00483	Syat.g_00136
OG0002855	Syae.g_00319	Syat.g_01052
OG0002859	Syae.g_00155	Syat.g_00995
OG0002879	Syae.g_00189	Syat.g_01697
OG0002892	Syae.g_00180	Syat.g_01895
OG0002931	Syae.g_00212	Syat.g_01692
OG0002969	Syae.g_00161	Syat.g_00988
OG0002970	Syae.g_00160	Syat.g_00989
OG0002982	Syae.g_00964	Syat.g_01155
OG0002993	Syae.g_00188	Syat.g_01698
OG0003104	Syae.g_00306	Syat.g_01836
OG0003113	Syae.g_00154	Syat.g_00997
OG0003145	Syae.g_00607	Syat.g_02601
OG0003146	Syae.g_01544	Syat.g_01362
OG0003299	Syae.g_01634	Syat.g_02518
OG0003300	Syae.g_01636	Syat.g_02519
OG0003304	Syae.g_00196	Syat.g_01702
OG0003309	Syae.g_01009	Syat.g_01134
OG0003310	Syae.g_00606	Syat.g_02602
OG0003503	Syae.g_00198	Syat.g_01699, Syat.g_00765
OG0003515	Syae.g_01241	Syat.g_01139
OG0003522	Syae.g_00218	Syat.g_01673
OG0003526	Syae.g_00111	Syat.g_03068
OG0003534	Syae.g_00675	Syat.g_02805
OG0003558	Syae.g_01635	Syat.g_00383
OG0003559	Syae.g_00778	Syat.g_00851
OG0003814	Syae.g_01863	Syat.g_01122, Syat.g_02245
OG0003905	Syae.g_00032	Syat.g_01043
OG0003906	Syae.g_00031	Syat.g_01042
OG0003907	Syae.g_00030	Syat.g_01041
OG0003917	Syae.g_00105	Syat.g_00229
OG0003918	Syae.g_00139	Syat.g_01570
OG0004301	Syae.g_01239	Syat.g_01138
OG0004303	Syae.g_01202	Syat.g_02099
OG0005105	Syae.g_00199	Syat.g_01700
OG0005996	Syae.g_02556	Syat.g_01639
