Orthogroup	Syar	Syag
OG0002008	Syar.g_02491	Syag.g_00856
OG0002010	Syar.g_01406	Syag.g_01384
OG0002013	Syar.g_03062	Syag.g_01841
OG0002015	Syar.g_00280	Syag.g_02459
OG0002016	Syar.g_00944	Syag.g_02062
OG0002017	Syar.g_00706	Syag.g_02179
OG0002019	Syar.g_00615	Syag.g_02511
OG0002020	Syar.g_00892	Syag.g_02228
OG0002021	Syar.g_00425	Syag.g_02226
OG0002022	Syar.g_00426	Syag.g_02225
OG0002023	Syar.g_00427	Syag.g_02224
OG0002024	Syar.g_00875, Syar.g_00004	Syag.g_02217
OG0002025	Syar.g_01246	Syag.g_01623
OG0002038	Syar.g_02839	Syag.g_01131
OG0002039	Syar.g_03221	Syag.g_01118
OG0002040	Syar.g_02140	Syag.g_01117
OG0002041	Syar.g_02508	Syag.g_00840
OG0002042	Syar.g_02530	Syag.g_00818
OG0002043	Syar.g_02580	Syag.g_00771
OG0002045	Syar.g_01265	Syag.g_01346
OG0002046	Syar.g_01258	Syag.g_01342
OG0002047	Syar.g_01160	Syag.g_00003
OG0002048	Syar.g_01092	Syag.g_02795
OG0002049	Syar.g_01016	Syag.g_02712
OG0002051	Syar.g_00116	Syag.g_01989
OG0002054	Syar.g_00876	Syag.g_02216
OG0002055	Syar.g_00872	Syag.g_02219
OG0002056	Syar.g_00243, Syar.g_00242	Syag.g_02581
OG0002110	Syar.g_00859	Syag.g_00103
OG0002113	Syar.g_00507	Syag.g_02311
OG0002114	Syar.g_00920, Syar.g_01908	Syag.g_01314
OG0002116	Syar.g_02897	Syag.g_01653
OG0002119	Syar.g_00950	Syag.g_02057
OG0002120	Syar.g_01671	Syag.g_00745
OG0002121	Syar.g_01318	Syag.g_00172
OG0002123	Syar.g_01489, Syar.g_01579	Syag.g_00918
OG0002126	Syar.g_00271	Syag.g_02460
OG0002127	Syar.g_00073	Syag.g_01946
OG0002129	Syar.g_02862	Syag.g_01403
OG0002130	Syar.g_02775	Syag.g_01190
OG0002131	Syar.g_00424	Syag.g_02227
OG0002132	Syar.g_00866	Syag.g_02220
OG0002134	Syar.g_00257	Syag.g_02410
OG0002135	Syar.g_02966	Syag.g_01722
OG0002136	Syar.g_02965	Syag.g_01721
OG0002137	Syar.g_02743, Syar.g_01760, Syar.g_01245	Syag.g_01624
OG0002138	Syar.g_02036	Syag.g_00463
OG0002139	Syar.g_01729	Syag.g_01040
OG0002142	Syar.g_02820	Syag.g_01439
OG0002143	Syar.g_00969, Syar.g_00890	Syag.g_00010
OG0002144	Syar.g_01020	Syag.g_02717
OG0002159	Syar.g_03094	Syag.g_02381
OG0002161	Syar.g_00923	Syag.g_01311
OG0002162	Syar.g_03193	Syag.g_00300
OG0002163	Syar.g_00383	Syag.g_02150
OG0002167	Syar.g_01875	Syag.g_01842
OG0002168	Syar.g_01378	Syag.g_00954
OG0002169	Syar.g_01159	Syag.g_00002
OG0002171	Syar.g_00263	Syag.g_02464
OG0002173	Syar.g_00952	Syag.g_02055
OG0002174	Syar.g_00707	Syag.g_02180
OG0002179	Syar.g_00660	Syag.g_02435
OG0002180	Syar.g_00233	Syag.g_02590
OG0002181	Syar.g_00204	Syag.g_02620
OG0002182	Syar.g_02901	Syag.g_02639
OG0002183	Syar.g_03083, Syar.g_03082	Syag.g_01851
OG0002184	Syar.g_03078	Syag.g_01847
OG0002185	Syar.g_03056	Syag.g_01837
OG0002186	Syar.g_02964	Syag.g_01720
OG0002187	Syar.g_02963	Syag.g_01719
OG0002188	Syar.g_02924	Syag.g_01682
OG0002189	Syar.g_02923	Syag.g_01681
OG0002190	Syar.g_02883	Syag.g_01639
OG0002191	Syar.g_02078	Syag.g_00027
OG0002192	Syar.g_01950, Syar.g_03209	Syag.g_01116
OG0002193	Syar.g_01384	Syag.g_01020
OG0002194	Syar.g_01726	Syag.g_01044
OG0002195	Syar.g_01611, Syar.g_03152	Syag.g_00614
OG0002196	Syar.g_02625	Syag.g_00652
OG0002197	Syar.g_02501	Syag.g_00846
OG0002199	Syar.g_02432	Syag.g_00429
OG0002200	Syar.g_02808	Syag.g_01419
OG0002201	Syar.g_02176	Syag.g_00347
OG0002202	Syar.g_02177	Syag.g_00346
OG0002203	Syar.g_02178	Syag.g_00345
OG0002204	Syar.g_02196	Syag.g_00326
OG0002205	Syar.g_02293	Syag.g_00305
OG0002206	Syar.g_02303	Syag.g_00293
OG0002207	Syar.g_02313	Syag.g_00283
OG0002208	Syar.g_01464	Syag.g_01534
OG0002209	Syar.g_01126	Syag.g_02852
OG0002210	Syar.g_01101	Syag.g_02803
OG0002211	Syar.g_01065	Syag.g_02765
OG0002212	Syar.g_00896	Syag.g_02111
OG0002213	Syar.g_00312, Syar.g_03307	Syag.g_02115
OG0002214	Syar.g_00449	Syag.g_02250
OG0002231	Syar.g_02338	Syag.g_01180
OG0002233	Syar.g_00265	Syag.g_00437
OG0002235	Syar.g_02621	Syag.g_00647
OG0002236	Syar.g_00871	Syag.g_00571
OG0002239	Syar.g_02678	Syag.g_01661
OG0002241	Syar.g_01257	Syag.g_01341
OG0002242	Syar.g_00279	Syag.g_02463
OG0002244	Syar.g_01824	Syag.g_01792
OG0002245	Syar.g_00967	Syag.g_00012
OG0002248	Syar.g_01693	Syag.g_01000
OG0002250	Syar.g_03084	Syag.g_01852
OG0002251	Syar.g_02880	Syag.g_01636
OG0002252	Syar.g_00694	Syag.g_01770
OG0002253	Syar.g_02770	Syag.g_01179
OG0002254	Syar.g_01556	Syag.g_00889
OG0002255	Syar.g_02518	Syag.g_00832
OG0002256	Syar.g_02069	Syag.g_01796
OG0002258	Syar.g_02197	Syag.g_00325
OG0002259	Syar.g_02350	Syag.g_01450
OG0002260	Syar.g_01730	Syag.g_01039
OG0002281	Syar.g_02291	Syag.g_00306
OG0002289	Syar.g_01255	Syag.g_01339
OG0002292	Syar.g_01001	Syag.g_02018
OG0002296	Syar.g_01411	Syag.g_01389
OG0002299	Syar.g_00970	Syag.g_00790
OG0002300	Syar.g_01877	Syag.g_00470
OG0002303	Syar.g_00968	Syag.g_00011
OG0002305	Syar.g_03125	Syag.g_01889
OG0002306	Syar.g_00699	Syag.g_02223
OG0002308	Syar.g_02935, Syar.g_02630	Syag.g_00657
OG0002328	Syar.g_03100	Syag.g_01867
OG0002330	Syar.g_02675	Syag.g_00992
OG0002343	Syar.g_00158	Syag.g_02669
OG0002344	Syar.g_00030, Syar.g_01149, Syar.g_01154	Syag.g_01900, Syag.g_02869
OG0002348	Syar.g_00309	Syag.g_00117
OG0002349	Syar.g_02990	Syag.g_01747
OG0002351	Syar.g_00829	Syag.g_02562
OG0002354	Syar.g_02538	Syag.g_00811
OG0002355	Syar.g_02830	Syag.g_00254
OG0002358	Syar.g_03073	Syag.g_00031
OG0002359	Syar.g_01404	Syag.g_01381
OG0002382	Syar.g_01478	Syag.g_01519
OG0002391	Syar.g_00047	Syag.g_01916
OG0002394	Syar.g_00901	Syag.g_02100
OG0002396	Syar.g_01039	Syag.g_02738
OG0002402	Syar.g_01376	Syag.g_00956
OG0002404	Syar.g_00162	Syag.g_02665
OG0002406	Syar.g_02853	Syag.g_00885
OG0002408	Syar.g_02212	Syag.g_00099
OG0002409	Syar.g_00702	Syag.g_02176
OG0002410	Syar.g_00441	Syag.g_02243
OG0002411	Syar.g_02480	Syag.g_00712
OG0002430	Syar.g_02681	Syag.g_01467
OG0002431	Syar.g_02682	Syag.g_01468
OG0002444	Syar.g_00152, Syar.g_00843	Syag.g_01309
OG0002447	Syar.g_01256	Syag.g_01340
OG0002463	Syar.g_01743	Syag.g_02384
OG0002466	Syar.g_03004	Syag.g_01759
OG0002468	Syar.g_01444	Syag.g_01042
OG0002473	Syar.g_00423	Syag.g_01282
OG0002474	Syar.g_01805	Syag.g_02716
OG0002476	Syar.g_02035	Syag.g_00921
OG0002495	Syar.g_02068	Syag.g_00749
OG0002496	Syar.g_02281	Syag.g_00540
OG0002506	Syar.g_01931	Syag.g_00973, Syag.g_00259
OG0002520	Syar.g_03133	Syag.g_01706
OG0002522	Syar.g_01216	Syag.g_01612
OG0002526	Syar.g_03248	Syag.g_00489
OG0002537	Syar.g_01005	Syag.g_02014
OG0002542	Syar.g_01747	Syag.g_00707
OG0002547	Syar.g_00682, Syar.g_01843	Syag.g_01326
OG0002559	Syar.g_01267	Syag.g_00139
OG0002566	Syar.g_02971	Syag.g_01727
OG0002573	Syar.g_00844	Syag.g_01308
OG0002592	Syar.g_00903	Syag.g_02108
OG0002607	Syar.g_01274	Syag.g_01357
OG0002610	Syar.g_01116	Syag.g_02841
OG0002638	Syar.g_02342	Syag.g_00999
OG0002647	Syar.g_00904	Syag.g_02109
OG0002669	Syar.g_00710	Syag.g_01630
OG0002677	Syar.g_00199	Syag.g_02624
OG0002678	Syar.g_02004	Syag.g_00436
OG0002680	Syar.g_01757	Syag.g_00886
OG0002684	Syar.g_00381	Syag.g_02162
OG0002685	Syar.g_01500	Syag.g_00189
OG0002699	Syar.g_02732	Syag.g_02502
OG0002710	Syar.g_00818	Syag.g_00631
OG0002711	Syar.g_01610	Syag.g_02776
OG0002720	Syar.g_02008, Syar.g_02605	Syag.g_01001
OG0002736	Syar.g_02722, Syar.g_02380	Syag.g_02365
OG0002751	Syar.g_02345	Syag.g_01447
OG0002752	Syar.g_00736	Syag.g_00530
OG0002753	Syar.g_02273	Syag.g_02679
OG0002755	Syar.g_00408, Syar.g_01442, Syar.g_01741	Syag.g_01301
OG0002761	Syar.g_01363	Syag.g_00438
OG0002764	Syar.g_02411	Syag.g_00482
OG0002803	Syar.g_01609	Syag.g_01286
OG0002868	Syar.g_00740	Syag.g_00587
OG0002872	Syar.g_02916	Syag.g_02015
OG0002874	Syar.g_01138	Syag.g_00160
OG0002875	Syar.g_01137	Syag.g_00159
OG0002876	Syar.g_01135	Syag.g_00157
OG0002877	Syar.g_01133	Syag.g_00155
OG0002878	Syar.g_01132	Syag.g_00154
OG0002951	Syar.g_02760	Syag.g_01292
OG0002983	Syar.g_02454	Syag.g_01035
OG0002985	Syar.g_02832	Syag.g_00166
OG0002990	Syar.g_03279	Syag.g_02686
OG0002991	Syar.g_01136	Syag.g_00158
OG0002992	Syar.g_01134	Syag.g_00156
OG0002996	Syar.g_00961	Syag.g_00122
OG0002998	Syar.g_01670	Syag.g_00466
OG0002999	Syar.g_01966	Syag.g_01100
OG0003000	Syar.g_02864	Syag.g_01401
OG0003033	Syar.g_02765	Syag.g_02476
OG0003102	Syar.g_02695	Syag.g_02537
OG0003137	Syar.g_03231	Syag.g_01629
OG0003145	Syar.g_00893	Syag.g_00516
OG0003146	Syar.g_00845	Syag.g_01307
OG0003149	Syar.g_00687	Syag.g_01229
OG0003150	Syar.g_00686	Syag.g_01230
OG0003202	Syar.g_02115	Syag.g_00536
OG0003217	Syar.g_00600	Syag.g_02390
OG0003305	Syar.g_01392	Syag.g_01368
OG0003310	Syar.g_00894	Syag.g_00517
OG0003311	Syar.g_02509	Syag.g_00222
OG0003535	Syar.g_00874	Syag.g_01279
OG0003561	Syar.g_02433	Syag.g_00125
OG0003572	Syar.g_00974	Syag.g_02040
OG0003573	Syar.g_01233	Syag.g_00177
OG0003574	Syar.g_01907	Syag.g_00499
OG0003765	Syar.g_00654	Syag.g_02429
OG0004395	Syar.g_02941	Syag.g_00127
OG0004400	Syar.g_01683	Syag.g_01795
OG0004401	Syar.g_00976	Syag.g_02038
OG0004402	Syar.g_00975	Syag.g_02039
OG0005144	Syar.g_00820	Syag.g_00074
OG0006050	Syar.g_03201	Syag.g_00965
