Orthogroup	Syar	Prbl
OG0002114	Syar.g_00920, Syar.g_01908	Prbl.g_00329
OG0002119	Syar.g_00950	Prbl.g_01107
OG0002120	Syar.g_01671	Prbl.g_01708
OG0002121	Syar.g_01318	Prbl.g_01532
OG0002126	Syar.g_00271	Prbl.g_00881
OG0002127	Syar.g_00073	Prbl.g_00308
OG0002130	Syar.g_02775	Prbl.g_01720
OG0002154	Syar.g_00251	Prbl.g_00829
OG0002159	Syar.g_03094	Prbl.g_01233
OG0002160	Syar.g_03003	Prbl.g_01910
OG0002161	Syar.g_00923	Prbl.g_00327
OG0002162	Syar.g_03193	Prbl.g_01798
OG0002166	Syar.g_02857	Prbl.g_01856
OG0002167	Syar.g_01875	Prbl.g_01841
OG0002168	Syar.g_01378	Prbl.g_00941
OG0002169	Syar.g_01159	Prbl.g_02671
OG0002171	Syar.g_00263	Prbl.g_00885
OG0002172	Syar.g_00940	Prbl.g_01251
OG0002173	Syar.g_00952	Prbl.g_00125
OG0002174	Syar.g_00707	Prbl.g_02183
OG0002229	Syar.g_00550	Prbl.g_02034
OG0002231	Syar.g_02338	Prbl.g_01842
OG0002233	Syar.g_00265	Prbl.g_01828
OG0002235	Syar.g_02621	Prbl.g_02357
OG0002236	Syar.g_00871	Prbl.g_01575
OG0002238	Syar.g_00738	Prbl.g_01039
OG0002239	Syar.g_02678	Prbl.g_00717
OG0002241	Syar.g_01257	Prbl.g_01351
OG0002242	Syar.g_00279	Prbl.g_00884
OG0002277	Syar.g_00541	Prbl.g_02013
OG0002280	Syar.g_02685	Prbl.g_00777
OG0002281	Syar.g_02291	Prbl.g_01793
OG0002289	Syar.g_01255	Prbl.g_01353
OG0002292	Syar.g_01001	Prbl.g_00087
OG0002328	Syar.g_03100	Prbl.g_00570
OG0002330	Syar.g_02675	Prbl.g_00015
OG0002332	Syar.g_00739	Prbl.g_01040
OG0002333	Syar.g_00737	Prbl.g_01038
OG0002340	Syar.g_00960	Prbl.g_00133
OG0002341	Syar.g_00900	Prbl.g_02267
OG0002343	Syar.g_00158	Prbl.g_01514
OG0002364	Syar.g_02581	Prbl.g_02438
OG0002382	Syar.g_01478	Prbl.g_00520
OG0002390	Syar.g_01008	Prbl.g_00081
OG0002391	Syar.g_00047	Prbl.g_01009
OG0002394	Syar.g_00901	Prbl.g_02265
OG0002429	Syar.g_03091	Prbl.g_00577
OG0002430	Syar.g_02681	Prbl.g_00772
OG0002431	Syar.g_02682	Prbl.g_00773
OG0002444	Syar.g_00152, Syar.g_00843	Prbl.g_00239
OG0002447	Syar.g_01256	Prbl.g_01352
OG0002495	Syar.g_02068	Prbl.g_02614
OG0002496	Syar.g_02281	Prbl.g_02302
OG0002566	Syar.g_02971	Prbl.g_00363
OG0002572	Syar.g_02030	Prbl.g_01609
OG0002573	Syar.g_00844	Prbl.g_00238
OG0002638	Syar.g_02342	Prbl.g_00727
OG0002647	Syar.g_00904	Prbl.g_02253
OG0002668	Syar.g_00839, Syar.g_00841	Prbl.g_01425
OG0002704	Syar.g_00551	Prbl.g_02035
OG0002710	Syar.g_00818	Prbl.g_01823
OG0002711	Syar.g_01610	Prbl.g_01607
OG0002714	Syar.g_02057	Prbl.g_01390
OG0002720	Syar.g_02008, Syar.g_02605	Prbl.g_02361
OG0002795	Syar.g_00579, Syar.g_00580	Prbl.g_02031
OG0002797	Syar.g_02933	Prbl.g_00390
OG0002799	Syar.g_00924	Prbl.g_01810
OG0002800	Syar.g_01750	Prbl.g_01707
OG0002801	Syar.g_01383	Prbl.g_02576
OG0002802	Syar.g_01890	Prbl.g_02512
OG0002803	Syar.g_01609	Prbl.g_01608
OG0002846	Syar.g_03280	Prbl.g_00917
OG0002905	Syar.g_00603, Syar.g_00552	Prbl.g_02044
OG0002938	Syar.g_00581	Prbl.g_02037
OG0002940	Syar.g_02099	Prbl.g_00122
OG0003036	Syar.g_01874	Prbl.g_01229
OG0003037	Syar.g_03130	Prbl.g_00543
OG0003053	Syar.g_03060	Prbl.g_00894
OG0003056	Syar.g_02940	Prbl.g_01018
OG0003057	Syar.g_02939	Prbl.g_01017
OG0003058	Syar.g_02938	Prbl.g_01016
OG0003065	Syar.g_02033	Prbl.g_01670
OG0003091	Syar.g_02100	Prbl.g_00123
OG0003094	Syar.g_00847, Syar.g_00370	Prbl.g_00235
OG0003096	Syar.g_00578	Prbl.g_02042
OG0003097	Syar.g_00569	Prbl.g_02045
OG0003190	Syar.g_02001	Prbl.g_01690
OG0003202	Syar.g_02115	Prbl.g_00621
OG0003504	Syar.g_02598	Prbl.g_01850
OG0003507	Syar.g_00577	Prbl.g_02041
