Orthogroup	Syan	Praf
OG0002498	Syan.g_00261	Praf.g_02610
OG0002566	Syan.g_00976	Praf.g_00451
OG0002568	Syan.g_01735	Praf.g_00748, Praf.g_00747
OG0002571	Syan.g_01152	Praf.g_01634
OG0002572	Syan.g_00204	Praf.g_01658
OG0002577	Syan.g_00998	Praf.g_01968
OG0002631	Syan.g_02081, Syan.g_02072	Praf.g_00290, Praf.g_02222, Praf.g_02231
OG0002634	Syan.g_02427	Praf.g_00388
OG0002635	Syan.g_00014	Praf.g_00831
OG0002637	Syan.g_00962	Praf.g_00997
OG0002640	Syan.g_00405	Praf.g_01485
OG0002644	Syan.g_00807	Praf.g_01701
OG0002645	Syan.g_00806	Praf.g_01702
OG0002647	Syan.g_01546	Praf.g_02609
OG0002705	Syan.g_02786	Praf.g_01040
OG0002712	Syan.g_00805	Praf.g_01703
OG0002713	Syan.g_00804	Praf.g_01707
OG0002795	Syan.g_01841	Praf.g_00137
OG0002799	Syan.g_00112	Praf.g_00972
OG0002800	Syan.g_00414	Praf.g_00987
OG0002801	Syan.g_00311	Praf.g_01295
OG0002905	Syan.g_01855	Praf.g_00161
OG0002906	Syan.g_02682	Praf.g_00973
OG0002907	Syan.g_01631	Praf.g_01009
OG0002913	Syan.g_00068	Praf.g_02687
OG0002914	Syan.g_00053	Praf.g_02688
OG0003029	Syan.g_01233	Praf.g_02034
OG0003056	Syan.g_01410	Praf.g_02635
OG0003057	Syan.g_01409	Praf.g_02636
OG0003058	Syan.g_01408	Praf.g_02637
OG0003188	Syan.g_02476	Praf.g_00829
OG0003213	Syan.g_03061	Praf.g_02498
OG0003214	Syan.g_02073	Praf.g_02650
OG0003393	Syan.g_02247	Praf.g_01451
OG0003402	Syan.g_02172	Praf.g_02649
OG0003717	Syan.g_01052	Praf.g_01170
OG0004095	Syan.g_01614	Praf.g_01811
OG0005420	Syan.g_01617	Praf.g_01107
