Orthogroup	Prbk	Syaj
OG0001905	Prbk.g_00511	Syaj.g_02461
OG0001906	Prbk.g_00546	Syaj.g_01932
OG0001907	Prbk.g_00743	Syaj.g_01955
OG0001908	Prbk.g_00788	Syaj.g_02004
OG0001909	Prbk.g_01271	Syaj.g_02016
OG0001910	Prbk.g_00660	Syaj.g_02069
OG0001912	Prbk.g_02170	Syaj.g_02124
OG0001913	Prbk.g_02172	Syaj.g_02126
OG0001914	Prbk.g_02200	Syaj.g_00650
OG0001929	Prbk.g_01584	Syaj.g_02332
OG0001930	Prbk.g_01490	Syaj.g_01628
OG0001931	Prbk.g_01489	Syaj.g_01629
OG0001932	Prbk.g_00230	Syaj.g_02424
OG0001933	Prbk.g_00008	Syaj.g_01890
OG0001934	Prbk.g_00023	Syaj.g_01875
OG0001935	Prbk.g_01313	Syaj.g_01826
OG0001936	Prbk.g_01469	Syaj.g_01233
OG0001937	Prbk.g_01984	Syaj.g_01679
OG0001938	Prbk.g_02057	Syaj.g_00066
OG0001939	Prbk.g_02683	Syaj.g_00488, Syaj.g_00487
OG0001940	Prbk.g_01113	Syaj.g_00220
OG0001941	Prbk.g_01176	Syaj.g_01520
OG0001943	Prbk.g_00151	Syaj.g_01162
OG0001944	Prbk.g_01669	Syaj.g_01120
OG0001946	Prbk.g_01803	Syaj.g_00481
OG0001947	Prbk.g_00071	Syaj.g_00409
OG0001948	Prbk.g_02298	Syaj.g_00843
OG0001949	Prbk.g_02312	Syaj.g_00863
OG0001950	Prbk.g_02314	Syaj.g_00865
OG0001951	Prbk.g_02323	Syaj.g_00896
OG0001952	Prbk.g_02343	Syaj.g_00920
OG0001953	Prbk.g_02344	Syaj.g_00921
OG0001954	Prbk.g_02508	Syaj.g_01128
OG0001956	Prbk.g_02569	Syaj.g_02662
OG0001957	Prbk.g_02620	Syaj.g_01295
OG0001958	Prbk.g_00721	Syaj.g_00706
OG0001961	Prbk.g_02108	Syaj.g_01449
OG0001964	Prbk.g_01919	Syaj.g_02653
OG0001965	Prbk.g_00369	Syaj.g_01254
OG0001966	Prbk.g_00377	Syaj.g_02598
OG0001967	Prbk.g_00379	Syaj.g_02596
OG0001968	Prbk.g_00380	Syaj.g_02595
OG0001969	Prbk.g_00452	Syaj.g_02524
OG0001970	Prbk.g_00548	Syaj.g_01934
OG0001971	Prbk.g_01273	Syaj.g_02014
OG0001972	Prbk.g_00647	Syaj.g_02081
OG0001973	Prbk.g_02131	Syaj.g_02048
OG0001975	Prbk.g_02199	Syaj.g_00649
OG0001976	Prbk.g_02201	Syaj.g_00651
OG0001995	Prbk.g_01089	Syaj.g_00503
OG0001997	Prbk.g_00034	Syaj.g_01864
OG0001999	Prbk.g_01418	Syaj.g_01590
OG0002000	Prbk.g_01060	Syaj.g_00117
OG0002002	Prbk.g_00181	Syaj.g_00581
OG0002004	Prbk.g_01826	Syaj.g_01838
OG0002006	Prbk.g_00072	Syaj.g_00398
OG0002007	Prbk.g_00073	Syaj.g_00397
OG0002008	Prbk.g_00569	Syaj.g_00828
OG0002009	Prbk.g_02431	Syaj.g_01062
OG0002010	Prbk.g_01224	Syaj.g_01416
OG0002012	Prbk.g_00306, Prbk.g_00830	Syaj.g_00514
OG0002014	Prbk.g_00486	Syaj.g_02485
OG0002015	Prbk.g_00490	Syaj.g_02486
OG0002016	Prbk.g_00667	Syaj.g_02061
OG0002017	Prbk.g_02215	Syaj.g_02176
OG0002037	Prbk.g_02059	Syaj.g_00070
OG0002038	Prbk.g_00147	Syaj.g_00311
OG0002039	Prbk.g_00160	Syaj.g_00325
OG0002040	Prbk.g_00107	Syaj.g_00326
OG0002041	Prbk.g_02302	Syaj.g_00847
OG0002043	Prbk.g_02363	Syaj.g_00785
OG0002044	Prbk.g_02528	Syaj.g_00387
OG0002045	Prbk.g_02106	Syaj.g_01453
OG0002046	Prbk.g_02103	Syaj.g_01465
OG0002048	Prbk.g_00843	Syaj.g_02759
OG0002050	Prbk.g_00399	Syaj.g_02584
OG0002051	Prbk.g_00786	Syaj.g_02001
OG0002053	Prbk.g_02194	Syaj.g_02150, Syaj.g_02149
OG0002063	Prbk.g_01792	Syaj.g_00557
OG0002092	Prbk.g_02434, Prbk.g_01975	Syaj.g_01646
OG0002113	Prbk.g_01615	Syaj.g_02300
OG0002115	Prbk.g_00916	Syaj.g_01710
OG0002117	Prbk.g_00154	Syaj.g_00316
OG0002118	Prbk.g_01509	Syaj.g_00591
OG0002119	Prbk.g_00126	Syaj.g_02056
OG0002120	Prbk.g_01678	Syaj.g_01131
OG0002121	Prbk.g_01959	Syaj.g_00667
OG0002124	Prbk.g_02550	Syaj.g_00352
OG0002126	Prbk.g_00488	Syaj.g_02488
OG0002127	Prbk.g_00746	Syaj.g_01953
OG0002128	Prbk.g_02198	Syaj.g_00648
OG0002130	Prbk.g_01185	Syaj.g_01509
OG0002154	Prbk.g_00540	Syaj.g_01956
OG0002159	Prbk.g_01492	Syaj.g_02404
OG0002160	Prbk.g_01356	Syaj.g_00501
OG0002162	Prbk.g_01107	Syaj.g_00212
OG0002166	Prbk.g_01818	Syaj.g_00495
OG0002167	Prbk.g_01833	Syaj.g_01089
OG0002168	Prbk.g_00070	Syaj.g_00410
OG0002171	Prbk.g_00484	Syaj.g_02491
OG0002172	Prbk.g_00663	Syaj.g_02065
OG0002173	Prbk.g_00681	Syaj.g_02054
OG0002231	Prbk.g_01832	Syaj.g_01499
OG0002233	Prbk.g_01845	Syaj.g_00970
OG0002234	Prbk.g_00621	Syaj.g_01224
OG0002235	Prbk.g_02446	Syaj.g_01045
OG0002236	Prbk.g_02566	Syaj.g_02675
OG0002238	Prbk.g_00736	Syaj.g_00690
OG0002241	Prbk.g_02102	Syaj.g_01466
OG0002242	Prbk.g_00485	Syaj.g_02490
OG0002243	Prbk.g_02142	Syaj.g_02097
OG0002279	Prbk.g_00009	Syaj.g_01889
OG0002280	Prbk.g_01069	Syaj.g_00127
OG0002281	Prbk.g_01112	Syaj.g_00219
OG0002286	Prbk.g_02128	Syaj.g_01460
OG0002288	Prbk.g_00268	Syaj.g_01384
OG0002289	Prbk.g_02100	Syaj.g_01468
OG0002290	Prbk.g_01372	Syaj.g_00632
OG0002328	Prbk.g_00029	Syaj.g_01869
OG0002331	Prbk.g_01768	Syaj.g_00972
OG0002332	Prbk.g_00737	Syaj.g_00689
OG0002333	Prbk.g_00735	Syaj.g_00691
OG0002334	Prbk.g_00251	Syaj.g_01371
OG0002336	Prbk.g_02115	Syaj.g_01441
OG0002338	Prbk.g_00491	Syaj.g_02483
OG0002339	Prbk.g_00503	Syaj.g_02471
OG0002350	Prbk.g_00862	Syaj.g_02798
OG0002385	Prbk.g_02130	Syaj.g_01461
OG0002386	Prbk.g_00705	Syaj.g_01240
OG0002388	Prbk.g_02095	Syaj.g_01483, Syaj.g_01474
OG0002390	Prbk.g_01268	Syaj.g_02019
OG0002391	Prbk.g_01348	Syaj.g_01920
OG0002394	Prbk.g_02134	Syaj.g_01026, Syaj.g_02094
OG0002397	Prbk.g_01342	Syaj.g_01136
OG0002429	Prbk.g_00036	Syaj.g_01861
OG0002432	Prbk.g_02137	Syaj.g_02088
OG0002435	Prbk.g_01038	Syaj.g_01563
OG0002446	Prbk.g_02117	Syaj.g_00023
OG0002448	Prbk.g_00508, Prbk.g_00507	Syaj.g_01630
OG0002450	Prbk.g_02266	Syaj.g_02249
OG0002461	Prbk.g_00302	Syaj.g_01673
OG0002492	Prbk.g_02135	Syaj.g_02092
OG0002496	Prbk.g_02501	Syaj.g_00679
OG0002569	Prbk.g_02502	Syaj.g_00680
OG0002570	Prbk.g_02504	Syaj.g_00682
OG0002571	Prbk.g_02577	Syaj.g_00155
OG0002574	Prbk.g_02096	Syaj.g_01473
OG0002575	Prbk.g_02094	Syaj.g_01475
OG0002576	Prbk.g_02093	Syaj.g_01476
OG0002579	Prbk.g_00744	Syaj.g_01957
OG0002582	Prbk.g_01546	Syaj.g_02468
OG0002590	Prbk.g_01376	Syaj.g_01260
OG0002631	Prbk.g_00827	Syaj.g_01855
OG0002632	Prbk.g_02136	Syaj.g_02093
OG0002635	Prbk.g_01027	Syaj.g_00294
OG0002641	Prbk.g_02500	Syaj.g_00678
OG0002642	Prbk.g_02503	Syaj.g_00681
OG0002653	Prbk.g_02127	Syaj.g_01459
OG0002667	Prbk.g_01733	Syaj.g_01216
OG0002710	Prbk.g_01850	Syaj.g_01063
OG0002716	Prbk.g_01005	Syaj.g_02614
OG0002717	Prbk.g_00684	Syaj.g_02051
OG0002796	Prbk.g_01363	Syaj.g_00507
OG0002837	Prbk.g_01867	Syaj.g_00696
OG0002842	Prbk.g_02140	Syaj.g_02090
OG0002911	Prbk.g_01102, Prbk.g_01575	Syaj.g_02335
OG0002912	Prbk.g_02581	Syaj.g_02028
OG0002942	Prbk.g_00042, Prbk.g_00939	Syaj.g_01738
OG0003055	Prbk.g_01553	Syaj.g_02380
OG0003096	Prbk.g_01551	Syaj.g_02387
OG0003193	Prbk.g_00078	Syaj.g_02157
OG0003376	Prbk.g_00824	Syaj.g_01854
OG0003399	Prbk.g_01346	Syaj.g_00694
OG0003830	Prbk.g_02138	Syaj.g_02089
