Orthogroup	Prbk	Syae
OG0002045	Prbk.g_02106	Syae.g_02521
OG0002046	Prbk.g_02103	Syae.g_02517
OG0002050	Prbk.g_00399	Syae.g_01988
OG0002051	Prbk.g_00786	Syae.g_01464
OG0002053	Prbk.g_02194	Syae.g_01598
OG0002063	Prbk.g_01792	Syae.g_00714
OG0002092	Prbk.g_02434, Prbk.g_01975	Syae.g_01477, Syae.g_01105
OG0002114	Prbk.g_01396	Syae.g_02675, Syae.g_02668
OG0002115	Prbk.g_00916	Syae.g_01155
OG0002117	Prbk.g_00154	Syae.g_00905
OG0002119	Prbk.g_00126	Syae.g_01515
OG0002120	Prbk.g_01678	Syae.g_00270
OG0002121	Prbk.g_01959	Syae.g_00184
OG0002124	Prbk.g_02550	Syae.g_00873
OG0002126	Prbk.g_00488	Syae.g_01898
OG0002127	Prbk.g_00746	Syae.g_01418
OG0002128	Prbk.g_02198	Syae.g_00635
OG0002130	Prbk.g_01185	Syae.g_00959
OG0002154	Prbk.g_00540	Syae.g_01420
OG0002160	Prbk.g_01356	Syae.g_00749
OG0002161	Prbk.g_01394	Syae.g_02665
OG0002162	Prbk.g_01107	Syae.g_02432
OG0002166	Prbk.g_01818	Syae.g_00754
OG0002168	Prbk.g_00070	Syae.g_00810
OG0002170	Prbk.g_00868	Syae.g_02188
OG0002171	Prbk.g_00484	Syae.g_01901
OG0002172	Prbk.g_00663	Syae.g_01524
OG0002173	Prbk.g_00681	Syae.g_01511
OG0002174	Prbk.g_02216	Syae.g_01615
OG0002233	Prbk.g_01845	Syae.g_00479
OG0002234	Prbk.g_00621	Syae.g_00140
OG0002235	Prbk.g_02446	Syae.g_00539
OG0002236	Prbk.g_02566	Syae.g_02062
OG0002237	Prbk.g_02625	Syae.g_00067
OG0002241	Prbk.g_02102	Syae.g_02516
OG0002242	Prbk.g_00485	Syae.g_01900
OG0002277	Prbk.g_01581	Syae.g_01786
OG0002279	Prbk.g_00009	Syae.g_01365
OG0002280	Prbk.g_01069	Syae.g_02362
OG0002285	Prbk.g_02351	Syae.g_00329
OG0002334	Prbk.g_00251	Syae.g_02660
OG0002336	Prbk.g_02115	Syae.g_02533
OG0002337	Prbk.g_00410	Syae.g_01976
OG0002338	Prbk.g_00491	Syae.g_01891
OG0002339	Prbk.g_00503	Syae.g_01881
OG0002350	Prbk.g_00862	Syae.g_02183
OG0002381	Prbk.g_01522, Prbk.g_00210	Syae.g_01314
OG0002388	Prbk.g_02095	Syae.g_02507
OG0002390	Prbk.g_01268	Syae.g_01483
OG0002429	Prbk.g_00036	Syae.g_01339
OG0002435	Prbk.g_01038	Syae.g_01002
OG0002438	Prbk.g_01831	Syae.g_00486
OG0002444	Prbk.g_00262	Syae.g_01542
OG0002446	Prbk.g_02117	Syae.g_01337
OG0002447	Prbk.g_02101	Syae.g_02515
OG0002449	Prbk.g_02242	Syae.g_01671
OG0002450	Prbk.g_02266	Syae.g_01700
OG0002461	Prbk.g_00302	Syae.g_00172
OG0002496	Prbk.g_02501	Syae.g_02256
OG0002563	Prbk.g_00284	Syae.g_01087
OG0002569	Prbk.g_02502	Syae.g_02257
OG0002570	Prbk.g_02504	Syae.g_02259
OG0002573	Prbk.g_00263	Syae.g_01543
OG0002574	Prbk.g_02096	Syae.g_02508
OG0002575	Prbk.g_02094	Syae.g_02506
OG0002576	Prbk.g_02093	Syae.g_02505
OG0002579	Prbk.g_00744	Syae.g_01421
OG0002633	Prbk.g_01947	Syae.g_00066
OG0002639	Prbk.g_01798	Syae.g_01476
OG0002641	Prbk.g_02500	Syae.g_02255
OG0002642	Prbk.g_02503	Syae.g_02258
OG0002715	Prbk.g_00314	Syae.g_02676
OG0002718	Prbk.g_02269	Syae.g_00343
OG0002796	Prbk.g_01363	Syae.g_00744
OG0002940	Prbk.g_00678	Syae.g_00627
OG0003050	Prbk.g_00884	Syae.g_02547
OG0003051	Prbk.g_00395	Syae.g_02667
OG0003091	Prbk.g_00679	Syae.g_00626
OG0003096	Prbk.g_01551	Syae.g_01804
OG0003185	Prbk.g_01466	Syae.g_01271
OG0003249	Prbk.g_00675	Syae.g_00630, Syae.g_01513
OG0003501	Prbk.g_00677	Syae.g_00628
OG0003502	Prbk.g_00676	Syae.g_00629
OG0003503	Prbk.g_01794	Syae.g_00198
OG0003507	Prbk.g_01552	Syae.g_01806
OG0003822	Prbk.g_01452	Syae.g_01499
