Orthogroup	Syae	Syas
OG0002196	Syae.g_00535	Syas.g_00611
OG0002197	Syae.g_00396	Syas.g_00544
OG0002198	Syae.g_00094	Syas.g_00722
OG0002199	Syae.g_00089	Syas.g_00728
OG0002200	Syae.g_02652	Syas.g_02819
OG0002201	Syae.g_02472	Syas.g_00860
OG0002202	Syae.g_02471	Syas.g_00859
OG0002203	Syae.g_02470	Syas.g_00858
OG0002204	Syae.g_02453	Syas.g_00843
OG0002205	Syae.g_02437	Syas.g_00820
OG0002206	Syae.g_02423	Syas.g_00809, Syas.g_02759
OG0002207	Syae.g_02413	Syas.g_00799
OG0002208	Syae.g_02302	Syas.g_01258
OG0002209	Syae.g_02200	Syas.g_01533
OG0002210	Syae.g_02152	Syas.g_01559
OG0002211	Syae.g_02117	Syas.g_01597
OG0002212	Syae.g_01555	Syas.g_01874
OG0002213	Syae.g_01559	Syas.g_00922
OG0002214	Syae.g_01690	Syas.g_02005
OG0002225	Syae.g_00157	Syas.g_00273
OG0002227	Syae.g_01585	Syas.g_01904
OG0002230	Syae.g_01015	Syas.g_02622
OG0002235	Syae.g_00539	Syas.g_00616
OG0002241	Syae.g_02516	Syas.g_01347
OG0002242	Syae.g_01900	Syas.g_02218
OG0002244	Syae.g_00191	Syas.g_00244
OG0002245	Syae.g_02226	Syas.g_02246
OG0002247	Syae.g_02430	Syas.g_00813
OG0002248	Syae.g_00768	Syas.g_00986
OG0002250	Syae.g_01332	Syas.g_02471
OG0002251	Syae.g_01112	Syas.g_02733
OG0002253	Syae.g_00949	Syas.g_02866
OG0002254	Syae.g_00435	Syas.g_00200
OG0002255	Syae.g_00381	Syas.g_00528
OG0002256	Syae.g_00856	Syas.g_00768
OG0002257	Syae.g_00127	Syas.g_01101
OG0002258	Syae.g_02452	Syas.g_00842
OG0002259	Syae.g_02378	Syas.g_00067
OG0002260	Syae.g_00708	Syas.g_01064
OG0002277	Syae.g_01786	Syas.g_02105
OG0002280	Syae.g_02362	Syas.g_00014
OG0002285	Syae.g_00329	Syas.g_00418
OG0002295	Syae.g_00715	Syas.g_01373, Syas.g_00647
OG0002297	Syae.g_00741	Syas.g_02828
OG0002298	Syae.g_00377	Syas.g_00506
OG0002299	Syae.g_00339	Syas.g_02253
OG0002301	Syae.g_01135	Syas.g_01416
OG0002302	Syae.g_02287	Syas.g_01273
OG0002303	Syae.g_02225	Syas.g_02247
OG0002305	Syae.g_01368	Syas.g_02417
OG0002308	Syae.g_00530	Syas.g_00605
OG0002309	Syae.g_00836	Syas.g_00234
OG0002352	Syae.g_00910	Syas.g_00978
OG0002354	Syae.g_00361	Syas.g_00462
OG0002359	Syae.g_02619	Syas.g_01295
OG0002390	Syae.g_01483	Syas.g_02287
OG0002395	Syae.g_01939	Syas.g_01365
OG0002396	Syae.g_02090	Syas.g_01624
OG0002401	Syae.g_00909	Syas.g_00398
OG0002402	Syae.g_00808	Syas.g_00990
OG0002403	Syae.g_00679	Syas.g_01041
OG0002408	Syae.g_00137	Syas.g_00825
OG0002409	Syae.g_01611	Syas.g_01941
OG0002410	Syae.g_00182	Syas.g_01997
OG0002411	Syae.g_00824	Syas.g_00564
OG0002429	Syae.g_01339	Syas.g_02444
OG0002444	Syae.g_01542	Syas.g_01685, Syas.g_00084
OG0002447	Syae.g_02515	Syas.g_01348
OG0002449	Syae.g_01671	Syas.g_01975
OG0002452	Syae.g_01669	Syas.g_01976
OG0002458	Syae.g_02486	Syas.g_01033
OG0002459	Syae.g_02484	Syas.g_01036
OG0002460	Syae.g_02483	Syas.g_01035
OG0002462	Syae.g_01258, Syae.g_01256	Syas.g_01800
OG0002464	Syae.g_01319	Syas.g_02507
OG0002466	Syae.g_01055	Syas.g_02575
OG0002469	Syae.g_00682	Syas.g_01085
OG0002473	Syae.g_01469	Syas.g_00018
OG0002478	Syae.g_01214	Syas.g_01099
OG0002506	Syae.g_01623	Syas.g_01019
OG0002519	Syae.g_01868	Syas.g_00963
OG0002524	Syae.g_00279	Syas.g_01403
OG0002525	Syae.g_00266	Syas.g_02739
OG0002526	Syae.g_00255	Syas.g_01781
OG0002527	Syae.g_00232	Syas.g_02762
OG0002528	Syae.g_00230	Syas.g_02760
OG0002530	Syae.g_00159	Syas.g_00276, Syas.g_01458
OG0002531	Syae.g_00158	Syas.g_00274
OG0002540	Syae.g_02487	Syas.g_01032
OG0002541	Syae.g_02151	Syas.g_01560
OG0002543	Syae.g_01579	Syas.g_01899
OG0002547	Syae.g_02500	Syas.g_00292
OG0002563	Syae.g_01087	Syas.g_00428
OG0002573	Syae.g_01543	Syas.g_00083
OG0002589	Syae.g_00211	Syas.g_00896
OG0002601	Syae.g_00231	Syas.g_02761
OG0002602	Syae.g_00102	Syas.g_00128
OG0002606	Syae.g_02488	Syas.g_01031
OG0002607	Syae.g_02531	Syas.g_01332
OG0002610	Syae.g_02190	Syas.g_01543
OG0002611	Syae.g_01870	Syas.g_02193
OG0002675	Syae.g_02068	Syas.g_02310
OG0002677	Syae.g_01995	Syas.g_01721
OG0002721	Syae.g_00879	Syas.g_02177
OG0002731	Syae.g_01114	Syas.g_00197
OG0002734	Syae.g_01010	Syas.g_02587
OG0002735	Syae.g_01857	Syas.g_02544
OG0002749	Syae.g_02392	Syas.g_00501, Syas.g_00613
OG0002750	Syae.g_02382	Syas.g_01482
OG0002752	Syae.g_01663	Syas.g_00760
OG0002763	Syae.g_02548	Syas.g_01486
OG0002787	Syae.g_00173	Syas.g_00915
OG0002788	Syae.g_00174	Syas.g_00914
OG0002789	Syae.g_00175	Syas.g_00913
OG0002790	Syae.g_00176	Syas.g_00912
OG0002791	Syae.g_00177	Syas.g_00911
OG0002792	Syae.g_00178	Syas.g_00910
OG0002793	Syae.g_00179	Syas.g_00909
OG0002843	Syae.g_02560	Syas.g_00643, Syas.g_01324
OG0002859	Syae.g_00155	Syas.g_00271
OG0002879	Syae.g_00189	Syas.g_02775
OG0002892	Syae.g_00180	Syas.g_00908
OG0002916	Syae.g_00215	Syas.g_00615
OG0002931	Syae.g_00212	Syas.g_00897
OG0002943	Syae.g_01254	Syas.g_02634
OG0002944	Syae.g_01253	Syas.g_02635
OG0002945	Syae.g_01252	Syas.g_02636
OG0002946	Syae.g_01250	Syas.g_02638
OG0002947	Syae.g_01249	Syas.g_02639
OG0002948	Syae.g_01248	Syas.g_02640
OG0002949	Syae.g_01247	Syas.g_02641
OG0002950	Syae.g_01246	Syas.g_02642
OG0002955	Syae.g_01018	Syas.g_02611
OG0002956	Syae.g_01019	Syas.g_02610
OG0002957	Syae.g_01017	Syas.g_02612
OG0002958	Syae.g_01016	Syas.g_02613
OG0002969	Syae.g_00161	Syas.g_00278
OG0002970	Syae.g_00160	Syas.g_00277
OG0002993	Syae.g_00188	Syas.g_01163, Syas.g_02776
OG0003046	Syae.g_02027	Syas.g_02372
OG0003113	Syae.g_00154	Syas.g_00270
OG0003146	Syae.g_01544	Syas.g_00082
OG0003295	Syae.g_01682	Syas.g_02620
OG0003298	Syae.g_02254	Syas.g_00434
OG0003526	Syae.g_00111	Syas.g_01805
OG0003559	Syae.g_00778	Syas.g_01053
OG0003918	Syae.g_00139	Syas.g_02421
OG0003923	Syae.g_02489	Syas.g_01030
OG0005106	Syae.g_01086	Syas.g_00430
OG0005107	Syae.g_01089	Syas.g_00424
