Orthogroup	Prbk	Syad
OG0002001	Prbk.g_00108	Syad.g_02753
OG0002002	Prbk.g_00181	Syad.g_01452
OG0002004	Prbk.g_01826	Syad.g_02760
OG0002005	Prbk.g_01830	Syad.g_01105, Syad.g_01106
OG0002006	Prbk.g_00072	Syad.g_01259
OG0002007	Prbk.g_00073	Syad.g_01258
OG0002008	Prbk.g_00569	Syad.g_01700
OG0002009	Prbk.g_02431	Syad.g_01933
OG0002010	Prbk.g_01224	Syad.g_02309
OG0002011	Prbk.g_00359	Syad.g_01964
OG0002012	Prbk.g_00830, Prbk.g_00306	Syad.g_01387
OG0002014	Prbk.g_00486	Syad.g_00442, Syad.g_02622
OG0002015	Prbk.g_00490	Syad.g_00443
OG0002016	Prbk.g_00667	Syad.g_02973
OG0002017	Prbk.g_02215	Syad.g_00070
OG0002037	Prbk.g_02059	Syad.g_00902
OG0002038	Prbk.g_00147	Syad.g_01161
OG0002039	Prbk.g_00160	Syad.g_01176
OG0002040	Prbk.g_00107	Syad.g_01177
OG0002041	Prbk.g_02302	Syad.g_01718
OG0002042	Prbk.g_02318	Syad.g_01743
OG0002043	Prbk.g_02363	Syad.g_01657
OG0002044	Prbk.g_02528	Syad.g_01245
OG0002045	Prbk.g_02106	Syad.g_02362
OG0002046	Prbk.g_02103	Syad.g_02366
OG0002048	Prbk.g_00843	Syad.g_00714
OG0002050	Prbk.g_00399	Syad.g_00540
OG0002051	Prbk.g_00786	Syad.g_02914
OG0002053	Prbk.g_02194	Syad.g_00027
OG0002092	Prbk.g_02434, Prbk.g_01975	Syad.g_02549
OG0002113	Prbk.g_01615	Syad.g_00200
OG0002114	Prbk.g_01396	Syad.g_02262
OG0002115	Prbk.g_00916	Syad.g_02615
OG0002117	Prbk.g_00154	Syad.g_01166
OG0002118	Prbk.g_01509	Syad.g_01461
OG0002119	Prbk.g_00126	Syad.g_02968
OG0002120	Prbk.g_01678	Syad.g_01994
OG0002121	Prbk.g_01959	Syad.g_02074
OG0002124	Prbk.g_02550	Syad.g_01203
OG0002126	Prbk.g_00488	Syad.g_00445
OG0002127	Prbk.g_00746	Syad.g_02866
OG0002128	Prbk.g_02198	Syad.g_01530
OG0002130	Prbk.g_01185	Syad.g_02403
OG0002154	Prbk.g_00540	Syad.g_02869
OG0002159	Prbk.g_01492	Syad.g_00337
OG0002160	Prbk.g_01356	Syad.g_01375
OG0002162	Prbk.g_01107	Syad.g_01045
OG0002166	Prbk.g_01818	Syad.g_01369
OG0002167	Prbk.g_01833	Syad.g_01426
OG0002168	Prbk.g_00070	Syad.g_01273
OG0002171	Prbk.g_00484	Syad.g_00448
OG0002172	Prbk.g_00663	Syad.g_02977
OG0002173	Prbk.g_00681	Syad.g_02966
OG0002233	Prbk.g_01845	Syad.g_01832
OG0002234	Prbk.g_00621	Syad.g_02094
OG0002236	Prbk.g_02566	Syad.g_00629
OG0002238	Prbk.g_00736	Syad.g_01554
OG0002241	Prbk.g_02102	Syad.g_02367
OG0002242	Prbk.g_00485	Syad.g_00447
OG0002243	Prbk.g_02142	Syad.g_03017
OG0002277	Prbk.g_01581	Syad.g_00241
OG0002279	Prbk.g_00009	Syad.g_02803
OG0002280	Prbk.g_01069	Syad.g_00959
OG0002281	Prbk.g_01112	Syad.g_01051
OG0002288	Prbk.g_00268	Syad.g_02281
OG0002289	Prbk.g_02100	Syad.g_02369
OG0002290	Prbk.g_01372	Syad.g_01505
OG0002328	Prbk.g_00029	Syad.g_02783
OG0002331	Prbk.g_01768	Syad.g_01834
OG0002332	Prbk.g_00737	Syad.g_01553
OG0002333	Prbk.g_00735	Syad.g_01555
OG0002334	Prbk.g_00251	Syad.g_02268
OG0002335	Prbk.g_00269	Syad.g_02282
OG0002336	Prbk.g_02115	Syad.g_02350
OG0002338	Prbk.g_00491	Syad.g_00441
OG0002339	Prbk.g_00503	Syad.g_00429
OG0002350	Prbk.g_00862	Syad.g_00753
OG0002386	Prbk.g_00705	Syad.g_02111, Syad.g_02112
OG0002388	Prbk.g_02095	Syad.g_02384, Syad.g_02375, Syad.g_00856
OG0002390	Prbk.g_01268	Syad.g_02932
OG0002391	Prbk.g_01348	Syad.g_02835
OG0002394	Prbk.g_02134	Syad.g_03015
OG0002397	Prbk.g_01342	Syad.g_02009
OG0002429	Prbk.g_00036	Syad.g_02776
OG0002432	Prbk.g_02137	Syad.g_03007
OG0002435	Prbk.g_01038	Syad.g_02458
OG0002446	Prbk.g_02117	Syad.g_02698
OG0002448	Prbk.g_00508, Prbk.g_00507	Syad.g_02534
OG0002450	Prbk.g_02266	Syad.g_00149
OG0002461	Prbk.g_00302	Syad.g_01414
OG0002492	Prbk.g_02135	Syad.g_03013
OG0002571	Prbk.g_02577	Syad.g_01237, Syad.g_00990
OG0002574	Prbk.g_02096	Syad.g_02374
OG0002575	Prbk.g_02094	Syad.g_02376
OG0002576	Prbk.g_02093	Syad.g_02377
OG0002579	Prbk.g_00744	Syad.g_02870
OG0002632	Prbk.g_02136	Syad.g_03014
OG0002635	Prbk.g_01027	Syad.g_01128
OG0002639	Prbk.g_01798	Syad.g_02926
OG0002710	Prbk.g_01850	Syad.g_01946
OG0002715	Prbk.g_00314	Syad.g_02261
OG0002716	Prbk.g_01005	Syad.g_00570
OG0002717	Prbk.g_00684	Syad.g_02963
OG0002718	Prbk.g_02269	Syad.g_02264
OG0002796	Prbk.g_01363	Syad.g_01380
OG0002842	Prbk.g_02140	Syad.g_03009
OG0002845	Prbk.g_01486	Syad.g_01934
OG0002846	Prbk.g_00046	Syad.g_02532, Syad.g_02533
OG0002905	Prbk.g_01549	Syad.g_00299
OG0002911	Prbk.g_01102, Prbk.g_01575	Syad.g_00235
OG0002912	Prbk.g_02581	Syad.g_02941
OG0002941	Prbk.g_01795	Syad.g_02713, Syad.g_01937
OG0003048	Prbk.g_00697	Syad.g_01930
OG0003097	Prbk.g_01548	Syad.g_00254
OG0003099	Prbk.g_00225	Syad.g_00329, Syad.g_00330, Syad.g_00248
OG0003182	Prbk.g_01579	Syad.g_00242
OG0003193	Prbk.g_00078	Syad.g_00035
OG0003200	Prbk.g_01210	Syad.g_02073
OG0003209	Prbk.g_00390	Syad.g_02720
OG0003210	Prbk.g_00389	Syad.g_02719
OG0003211	Prbk.g_00388	Syad.g_02718
OG0003212	Prbk.g_00387	Syad.g_02717
OG0003383	Prbk.g_01729	Syad.g_01395
OG0003508	Prbk.g_02220	Syad.g_01924
OG0003830	Prbk.g_02138	Syad.g_03008
OG0004292	Prbk.g_02219	Syad.g_01925
