Orthogroup	Syat	Syam
OG0002602	Syat.g_02441	Syam.g_01006
OG0002610	Syat.g_01616	Syam.g_00455
OG0002685	Syat.g_01010	Syam.g_00999
OG0002721	Syat.g_03161	Syam.g_01753
OG0002747	Syat.g_01009	Syam.g_01489
OG0002756	Syat.g_02010	Syam.g_00972
OG0002853	Syat.g_00136	Syam.g_01254
OG0002953	Syat.g_02093	Syam.g_01963
OG0002994	Syat.g_01721	Syam.g_00714
OG0003144	Syat.g_01537	Syam.g_02097
OG0003216	Syat.g_02255	Syam.g_00095
OG0003917	Syat.g_00229	Syam.g_01441
